rolecode,leadercode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,coder,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas
24,175,,,,,Hassan Hattab,Hassan Hattab,Hassan,Hattab,Abu Hamza,,Algeria,Algeria vs GSPC (AQIM),Tanzim al-Qaeda fi Bilad al-Maghreb al-Islami/Groupe Salafiste pour la Prédication et le Combat (GSPC),al-Qaeda in the Islamic Maghreb (AQIM)/Salafi Group for Preaching and Fighting,54,Male,1967,,0,"Rouiba, Algeria",31,35,Founded/Co-founded,0,,,,,0,0,1,,1,Islam,1,1,0,0,Other,1,1,1,0,0,0,0,None,,0,,,0,0,,Arabic,0,0,Complete,506,"16, 2",2002,4,112,1,1,1999,10,2003,191,4,1391,1,1,0,1,1,2,9,7,6,3,0,0,1,0,1,0,-3,4120,615,0,0,0,1,0
24,175,,,,,Hassan Hattab,Hassan Hattab,Hassan,Hattab,Abu Hamza,,Algeria,Algeria vs GSPC (AQIM),Tanzim al-Qaeda fi Bilad al-Maghreb al-Islami/Groupe Salafiste pour la Prédication et le Combat (GSPC),al-Qaeda in the Islamic Maghreb (AQIM)/Salafi Group for Preaching and Fighting,54,Male,1967,,0,"Rouiba, Algeria",31,36,Founded/Co-founded,0,,,,,0,0,1,,1,Islam,1,1,0,0,Other,1,1,1,0,0,0,0,None,,0,,,0,0,,Arabic,0,0,Complete,506,"16, 2",2003,5,113,1,1,1999,10,2003,191,4,1391,1,1,0,1,1,2,3,3,11,9,0,0,1,0,1,0,-3,4343,615,0,0,0,1,0
25,324,,,,,Nabil Sahraoui,Nabil Sahraoui,Nabil,Sahraoui,,Nabil Sharawi,Algeria,Algeria vs GSPC (AQIM),Tanzim al-Qaeda fi Bilad al-Maghreb al-Islami/Groupe Salafiste pour la Prédication et le Combat (GSPC),al-Qaeda in the Islamic Maghreb (AQIM)/Salafi Group for Preaching and Fighting,54,Male,1969,2004,1,"Batna, Algeria",34,34,Appointed/Designated,0,Obtained Bachelor's,Thermal Energy,Science,,0,0,0,,0,Islam,,1,0,0,Religion,0,1,1,0,0,0,0,None,,0,0,0,0,0,KIA,Arabic,0,0,Complete,197,11,2003,5,114,2,10,2003,6,2004,191,4,1391,1,1,0,1,1,2,3,3,11,9,0,0,1,0,1,0,-3,4343,615,0,0,0,1,0
25,324,,,,,Nabil Sahraoui,Nabil Sahraoui,Nabil,Sahraoui,,Nabil Sharawi,Algeria,Algeria vs GSPC (AQIM),Tanzim al-Qaeda fi Bilad al-Maghreb al-Islami/Groupe Salafiste pour la Prédication et le Combat (GSPC),al-Qaeda in the Islamic Maghreb (AQIM)/Salafi Group for Preaching and Fighting,54,Male,1969,2004,1,"Batna, Algeria",34,35,Appointed/Designated,0,Obtained Bachelor's,Thermal Energy,Science,,0,0,0,,0,Islam,,1,0,0,Religion,0,1,1,0,0,0,0,None,,0,0,0,0,0,KIA,Arabic,0,0,Complete,197,11,2004,6,115,2,10,2003,6,2004,191,4,1391,1,1,0,1,1,2,11,6,7,3,0,0,1,0,1,0,2,4502,615,0,0,0,1,0
26,6,,,,,Abdelkader Chebouti,Abdelkader Chebouti,Abdelkader,Chbouti,,,Algeria,Algeria vs MIA/FIS/AIS,Islamic State Movement,,,Male,,,,"Larbaa, Algeria",,,Appointed/Designated,1,,,,,,,,,,Islam,,,1,,Military,0,1,1,0,0,,,,,,,,1,,,,,,Incomplete,74,2,1992,1,116,1,3,1992,3,1995,191,1,1389,1,1,0,0,2,2,13,12,12,3,0,0,1,0,1,0,-3,4412,615,0,0,0,1,0
26,6,,,,,Abdelkader Chebouti,Abdelkader Chebouti,Abdelkader,Chbouti,,,Algeria,Algeria vs MIA/FIS/AIS,Islamic State Movement,,,Male,,,,"Larbaa, Algeria",,,Appointed/Designated,1,,,,,,,,,,Islam,,,1,,Military,0,1,1,0,0,,,,,,,,1,,,,,,Incomplete,74,2,1993,2,117,1,3,1992,3,1995,191,1,1389,1,1,0,0,2,2,,,,,0,0,1,0,1,0,-3,3717,615,0,0,0,1,0
26,6,,,,,Abdelkader Chebouti,Abdelkader Chebouti,Abdelkader,Chbouti,,,Algeria,Algeria vs MIA/FIS/AIS,Islamic State Movement,,,Male,,,,"Larbaa, Algeria",,,Appointed/Designated,1,,,,,,,,,,Islam,,,1,,Military,0,1,1,0,0,,,,,,,,1,,,,,,Incomplete,74,2,1994,3,118,1,3,1992,3,1995,191,1,1389,1,2,0,0,2,2,3,0,2,0,0,0,1,0,1,0,-3,3604,615,0,0,0,1,0
26,6,,,,,Abdelkader Chebouti,Abdelkader Chebouti,Abdelkader,Chbouti,,,Algeria,Algeria vs MIA/FIS/AIS,Islamic State Movement,,,Male,,,,"Larbaa, Algeria",,,Appointed/Designated,1,,,,,,,,,,Islam,,,1,,Military,0,1,1,0,0,,,,,,,,1,,,,,,Incomplete,74,2,1995,4,119,1,3,1992,3,1995,191,1,1389,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,-3,3669,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,35,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,1995,4,120,2,3,1995,1,2000,191,1,1389,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,-3,3669,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,36,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,1996,5,121,2,3,1995,1,2000,191,1,1389,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,-3,3739,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,37,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,1997,6,122,2,3,1995,1,2000,191,1,1389,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,-3,3718,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,38,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,1998,,123,2,3,1995,1,2000,191,1,1389,1,,,,,,0,0,0,0,,0,,,1,0,-3,3850,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,39,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,1999,,124,2,3,1995,1,2000,191,1,1389,1,,,,,,0,0,0,0,,0,,,1,0,-3,3915,615,0,0,0,1,0
27,252,,,,,Madani Mezrag,Madani Mezrag,Madani,Mezrag,,,Algeria,Algeria vs MIA/FIS/AIS,,,,Male,1960,,0,"Jijel, Algeria",35,40,Unclear,0,Finished secondary,N/A,,,,,1,,1,Islam,,1,0,0,Activist,,0,,0,0,,,,,0,0,,1,0,,Arabic,0,0,Complete,122,11,2000,,125,2,3,1995,1,2000,191,1,1389,1,,,,,,0,0,0,0,,0,,,1,0,-3,3943,615,0,0,0,1,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,75,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2002,1,126,1,1,2002,12,2009,192,190,1393,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,-3,2407,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,76,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2003,2,127,1,1,2002,12,2009,192,190,1393,0,,0,1,1,2,0,0,0,0,,0,0,1,0,0,-3,2468,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,77,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2004,3,128,1,1,2002,12,2009,192,190,1393,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,-3,2607,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,78,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2005,4,129,1,1,2002,12,2009,192,190,1393,0,,0,1,1,2,0,0,0,0,,,0,1,0,0,-3,2998,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,79,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2006,5,130,1,1,2002,12,2009,192,190,1393,0,,0,1,1,2,0,0,0,0,,,0,1,0,0,-3,3278,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,80,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2007,6,131,1,1,2002,12,2009,192,190,1393,0,1,0,1,1,2,0,0,0,0,0,,0,1,0,0,-3,3894,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,81,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2008,7,132,1,1,2002,12,2009,192,190,1393,0,,0,1,1,2,0,0,0,0,,,0,1,0,0,-3,3655,540,1,0,0,0,0
28,177,,,,,Henriques Tiago N'Zita,Henriques Tiago N'Zita,Henriques,Tiago N'Zita,,,Angola,Angola vs Flec-FAC,,,133,Male,1927,2016,1,"Mboma Lubinda, Angola",37,82,Founded/Co-founded,1,,,,,,,,,1,Christianity,,,0,0,,,1,,0,0,,,,,,,,0,0,Disease/natural causes,,,,Incomplete,23,2,2009,8,133,1,1,2002,12,2009,192,190,1393,0,1,0,1,1,2,0,0,0,0,0,,0,1,0,0,-3,4330,540,1,0,0,0,0
29,78,,,,,António Bento Bembe,António Bento Bembe,António,Bembe,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1950,,0,"Cabinda Province, Angola",35,52,Elected,0,Obtained Bachelor's,Public Administration,Public Affairs,,0,0,,,,Christianity,,0,0,0,Journalism,1,1,,0,1,0,0,None,,,1,,0,0,,"Portuguese, English, French, Spanish, Ibinda, Kongo, Lingala",1,1,Complete,85,"8, 2, 11",2002,1,134,1,1,2002,12,2002,192,191,1392,0,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,-3,2407,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,37,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1991,1,135,1,6,1991,9,1996,192,191,1392,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,-3,3279,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,38,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1992,2,136,1,6,1991,9,1996,192,191,1392,0,,0,0,1,,0,0,0,0,,,0,0,0,0,-3,3661,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,39,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1993,3,137,1,6,1991,9,1996,192,191,1392,0,,0,0,1,,,,,,,,0,0,0,0,-3,2591,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,40,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1994,4,138,1,6,1991,9,1996,192,191,1392,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,-3,2762,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,41,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1995,5,139,1,6,1991,9,1996,192,191,1392,0,,0,0,1,,0,0,0,0,,0,0,0,0,0,-3,2574,540,1,0,0,0,0
30,222,,,,,Jose Tiburcio,Jose Tiburcio,Jose,Tiburcio,,,Angola,Angola vs Flec-R,Frente para a Libertação do Enclave de Cabinda-Renovada (FLEC-R),FLEC-R,274,Male,1954,2011,1,"Cabinda Province, Angola",30,42,Appointed/Designated,0,Obtained Bachelor's,Agriculture,Agriculture,,0,0,1,,1,Christianity,0,0,0,0,Activist,,1,,0,0,,,,,,0,,0,0,Disease/natural causes,"Kongo, Portuguese",0,0,Complete,663,"11, 8",1996,6,140,1,6,1991,9,1996,192,191,1392,0,,0,0,1,,0,0,0,0,,0,0,0,0,0,-3,2817,540,1,0,0,0,0
31,79,,,,,António Sebastião Dembo,António Dembo,António,Dembo,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1944,2002,1,"Nambuangongo, Luanda Province, Angola",58,58,Appointed/Designated,0,Obtained Bachelor's,Radio Electronics,Other,,0,1,,,,Christianity,,0,1,0,Activist,0,0,,1,0,1,8,Bachelor's,"Algeria, France",0,0,1,0,0,KIA,"Umbundu, French",0,0,Complete,221,"11, 8",2002,5,141,2,2,2002,3,2002,131,7,1421,1,1,0,1,2,3,35,17,6,3,0,1,0,1,0,0,-3,2407,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,41,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1975,1,142,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,-3,4042,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,42,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1976,2,143,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,-3,3803,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,43,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1977,3,144,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,-3,3830,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,44,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1978,4,145,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,2,2,0,1,0,1,0,0,-3,3435,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,45,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1979,5,146,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,-3,3228,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,46,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1980,6,147,1,11,1975,5,1991,131,7,1421,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,-3,2727,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,47,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1981,1,148,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,3,0,1,0,0,1,0,1,0,0,-3,2549,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,48,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1982,2,149,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,2,0,2,0,0,1,0,1,0,0,-3,2540,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,49,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1983,3,150,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,172,135,3,2,0,1,0,1,0,0,-3,2565,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,50,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1984,4,151,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,173,30,7,2,0,1,0,1,0,0,-3,2723,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,51,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1985,5,152,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,5,0,4,0,0,1,0,1,0,0,-3,2727,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,52,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1986,6,153,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,64,2,4,2,0,1,0,1,0,0,-3,2772,540,1,0,0,0,0
32,218,,,,,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas,Savimbi,,,Angola,Angola vs Unita,União Nacional para a Independêcia Total de Angola (UNITA)/Forças Armadas de Libertação de Angola (FALA)/Free Angola,UNITA,21,Male,1934,2002,1,"Bie Province, Angola",33,53,Founded/Co-founded,0,Obtained Bachelor's,Political Science,Political Science,,0,1,1,,1,Christianity,0,1,0,0,Career politician,0,0,0,1,0,1,5,Bachelor's,"Portugal, Switzerland",1,1,3,1,0,KIA,"Portuguese, Umbundu",0,0,Complete,6690,"4,  8, 15, 2",1987,7,154,1,11,1975,5,1991,131,7,1421,1,2,1,1,2,3,4,4,1,1,0,1,0,1,0,0,-3,3124,540,1,0,0,0,0
